insolation_flux,transit_depth,stellar_rad,planet_radius,orbital_period,stellar_logg,mission,disposition,equilibrium_temp,stellar_teff,transit_duration
14.66,1675.6,0.591,2.34,10.8484518,4.682,Kepler,CANDIDATE,499.0,4201.0,2.9993
28.06,362.3,0.591,1.18,6.66833241,4.682,Kepler,CANDIDATE,587.0,4201.0,1.915
251.48,17859.0,0.794,10.55,4.082274889,4.581,Kepler,CANDIDATE,1016.0,5655.0,3.23015
246.29,581.6,0.738,1.87,3.886655224,4.61,Kepler,CANDIDATE,1010.0,5662.0,3.1646
3.49,895.5,0.646,1.85,42.1406089,4.656,Kepler,CANDIDATE,349.0,4500.0,5.083
66.47,575.8,0.646,1.62,4.617490562,4.656,Kepler,CANDIDATE,728.0,4500.0,2.2618
23.11,634.1,0.646,1.75,10.19849255,4.656,Kepler,CANDIDATE,559.0,4500.0,2.4283
192.74,1692.9,0.827,4.33,5.795063956,4.563,Kepler,FALSE POSITIVE,950.0,5865.0,3.2496
88.23,867.0,0.838,2.47,7.15681552,4.494,Kepler,CANDIDATE,782.0,5029.0,2.5882
26.49,763.3,0.838,2.43,17.64830851,4.494,Kepler,CANDIDATE,579.0,5029.0,2.0873
182.76,175.2,0.838,1.08,4.14810719,4.494,Kepler,CANDIDATE,938.0,5029.0,2.535
43.57,973.5,0.866,2.72,16.51410989,4.488,Kepler,CANDIDATE,655.0,5527.0,4.1575
19.55,1015.8,0.866,3.14,30.1329298,4.488,Kepler,CANDIDATE,536.0,5527.0,5.172
227.24,251.3,0.866,1.36,4.79090809,4.488,Kepler,CANDIDATE,990.0,5527.0,2.603
71.97,363.4,1.626,3.09,31.71981013,4.024,Kepler,CANDIDATE,743.0,5869.0,4.819
3.97,952.5,0.866,2.64,99.6415962,4.488,Kepler,CANDIDATE,360.0,5527.0,4.448
431.02,7912.7,1.21,10.6,4.708326451,4.246,Kepler,CANDIDATE,1162.0,5560.0,3.16114
8.71,4147.6,0.592,540.37,16.37198661,4.656,Kepler,FALSE POSITIVE,438.0,4187.0,3.8449
123.33,1151.4,0.801,2.68,5.392026903,4.589,Kepler,CANDIDATE,850.0,5198.0,2.9804
480.19,863.7,0.829,2.42,2.494170338,4.566,Kepler,CANDIDATE,1194.0,5569.0,1.1221
301.54,7163.3,1.107,9.66,6.491682808,4.413,Kepler,CANDIDATE,1062.0,6123.0,4.301
317.36,1695.0,0.753,24.54,3.044770796,4.603,Kepler,FALSE POSITIVE,1076.0,5525.0,10.0134
508.65,16653.0,1.046,13.61,3.855603916,4.46,Kepler,CANDIDATE,1212.0,6033.0,3.2179
425.74,1030.9,0.965,3.57,3.855599139,4.501,Kepler,FALSE POSITIVE,1158.0,5936.0,3.183
13.01,23530.0,0.879,13.26,38.47876629,4.539,Kepler,FALSE POSITIVE,484.0,5510.0,5.04169
31.86,59130.0,1.096,27.22,37.601661282,4.354,Kepler,FALSE POSITIVE,606.0,6140.0,8.30604
421.03,1398.2,0.944,3.94,3.314947362,4.481,Kepler,CANDIDATE,1155.0,5609.0,1.8007
194.18,969.7,0.866,4.37,6.71969089,4.479,Kepler,FALSE POSITIVE,952.0,5931.0,3.0231
11.74,15664.0,0.9,10.98,39.6431552,4.455,Kepler,CANDIDATE,472.0,5231.0,6.5292
21.4,66068.0,1.147,29.66,51.42598578,4.41,Kepler,FALSE POSITIVE,549.0,6257.0,16.9422
20.48,1144.9,0.708,2.6,21.80451611,4.629,Kepler,CANDIDATE,543.0,5481.0,3.4097
50.6,1110.7,0.775,2.53,10.28194593,4.593,Kepler,CANDIDATE,680.0,5196.0,3.4366
23.77,1506.9,0.775,2.95,18.11993039,4.593,Kepler,CANDIDATE,563.0,5196.0,4.2309
191.78,426.1,0.775,1.7,3.78402867,4.593,Kepler,CANDIDATE,949.0,5196.0,1.9012
204.1,697.5,0.884,2.94,5.15448142,4.457,Kepler,CANDIDATE,964.0,5431.0,3.228
72.71,13494.0,1.796,20.7,33.80364366,3.999,Kepler,FALSE POSITIVE,745.0,5855.0,11.4813
219.95,1240.2,0.891,3.13,5.743469797,4.531,Kepler,CANDIDATE,982.0,5897.0,3.4412
26.13,1012.6,1.031,4.06,39.4759093,4.45,Kepler,CANDIDATE,577.0,6225.0,2.968
56.84,40293.0,0.997,26.56,19.974485239,4.471,Kepler,FALSE POSITIVE,700.0,6108.0,4.23479
621.92,1473.4,0.998,3.82,3.166353562,4.47,Kepler,CANDIDATE,1273.0,6007.0,3.3129
42.8,20953.0,0.924,44.04,23.899634407,4.503,Kepler,FALSE POSITIVE,652.0,6192.0,3.81881
705.93,280.1,1.25,2.11,3.388012244,4.221,Kepler,CANDIDATE,1315.0,5553.0,2.6849
341.48,273.6,1.25,2.06,5.83909761,4.221,Kepler,CANDIDATE,1097.0,5553.0,3.1915
1893.42,159.6,1.25,1.57,1.620467654,4.221,Kepler,CANDIDATE,1681.0,5553.0,2.1888
152.75,307.8,1.25,2.3,10.6816951,4.221,Kepler,CANDIDATE,897.0,5553.0,3.605
89.25,2090.3,0.712,3.18,6.104849417,4.584,Kepler,CANDIDATE,784.0,5085.0,4.6912
406.6,11382.0,0.994,10.43,3.578780566,4.421,Kepler,CANDIDATE,1145.0,5524.0,2.91089
319.76,1037.4,0.811,23.88,3.187067566,4.552,Kepler,FALSE POSITIVE,1079.0,5450.0,3.119
248.57,1539.1,1.06,4.09,5.826657508,4.362,Kepler,CANDIDATE,1013.0,5561.0,2.9183
90.65,611.3,1.06,2.58,12.41216347,4.362,Kepler,CANDIDATE,787.0,5561.0,3.739
52.38,796.8,1.06,3.05,18.74649011,4.362,Kepler,CANDIDATE,686.0,5561.0,3.895
87.76,1910.5,1.257,5.5,20.86021229,4.22,Kepler,CANDIDATE,781.0,6035.0,5.1937
33.82,1719.3,1.257,5.22,42.63427848,4.22,Kepler,CANDIDATE,615.0,6035.0,6.1998
12.94,1009.6,1.257,4.0,87.6476068,4.22,Kepler,CANDIDATE,484.0,6035.0,8.871
246.13,234.0,1.257,1.94,9.61731426,4.22,Kepler,CANDIDATE,1010.0,6035.0,3.8692
6.47,2237.0,0.458,2.13,9.467821474,4.807,Kepler,CANDIDATE,407.0,3582.0,2.4327
151.14,741.7,0.458,1.24,0.893040969,4.807,Kepler,CANDIDATE,893.0,3582.0,1.0981
244.42,11145.0,0.978,10.62,4.942783419,4.459,Kepler,CANDIDATE,1008.0,5514.0,3.25346
29.62,988.4,0.88,2.74,20.83426731,4.549,Kepler,CANDIDATE,595.0,5537.0,4.0454
100.34,994.5,1.013,3.12,9.94602357,4.365,Kepler,CANDIDATE,807.0,5344.0,3.3862
2031.84,213.0,1.013,1.45,1.04562195,4.365,Kepler,CANDIDATE,1710.0,5344.0,1.8955
210.16,297.8,1.013,1.78,5.71462396,4.365,Kepler,CANDIDATE,971.0,5344.0,2.336
95.4,1896.7,7.119,39.0,102.9641952,3.066,Kepler,FALSE POSITIVE,797.0,5047.0,15.735
287.91,446.8,1.24,3.43,8.14515981,4.197,Kepler,CANDIDATE,1050.0,5896.0,5.073
93.03,430.7,1.24,43.17,18.9985279,4.197,Kepler,CANDIDATE,792.0,5896.0,4.529
686.99,174.0,1.24,2.07,4.24439049,4.197,Kepler,CANDIDATE,1305.0,5896.0,3.282
13.09,3020.3,1.215,7.12,90.1240507,4.375,Kepler,CANDIDATE,485.0,6520.0,11.649
19.83,824.9,0.812,2.32,28.5742692,4.508,Kepler,CANDIDATE,538.0,5551.0,4.9427
0.81,858.1,1.309,3.87,856.672115,4.232,Kepler,CANDIDATE,242.0,6449.0,23.144
3362.71,195.0,0.954,1.32,0.689210173,4.505,Kepler,CANDIDATE,1943.0,5630.0,1.6169
117.5,574.4,0.762,1.84,7.34373964,4.597,Kepler,CANDIDATE,839.0,5757.0,1.1784
10177.11,186.7,1.064,35.74,0.445277068,4.444,Kepler,FALSE POSITIVE,2562.0,6167.0,3.539
19256.81,1973.3,1.783,59.56,0.379463865,3.892,Kepler,FALSE POSITIVE,3000.0,5075.0,0.86896
129.45,18541.0,0.917,23.6,9.88047978,4.512,Kepler,FALSE POSITIVE,860.0,6113.0,2.78458
6152.88,128.4,3.482,5.06,4.6484156,3.577,Kepler,FALSE POSITIVE,2259.0,6980.0,38.1939
98.77,4511.7,1.132,13.66,17.512014768,4.33,Kepler,FALSE POSITIVE,804.0,6224.0,1.8248
23135.72,673.5,13.652,34.39,3.9886021,2.472,Kepler,CANDIDATE,3145.0,4813.0,1.7376
277887.7,1495.8,4.051,133.56,0.533059312,3.559,Kepler,CANDIDATE,5862.0,8523.0,1.8621
4391.51,747.5,0.846,23.61,0.525154153,4.497,Kepler,FALSE POSITIVE,2073.0,5582.0,2.1441
1595.19,598.2,0.902,27.85,1.303861044,4.475,Kepler,FALSE POSITIVE,1610.0,5758.0,4.0541
,,,,0.73452496,,Kepler,FALSE POSITIVE,,,6.7
701.68,113.8,0.901,23.35,2.55549176,4.508,Kepler,FALSE POSITIVE,1312.0,5948.0,9.083
7903.84,433.2,2.234,403.59,2.947376671,4.002,Kepler,FALSE POSITIVE,2404.0,8090.0,2.0911
2.92,3487.5,1.235,7.67,224.7789355,4.293,Kepler,CANDIDATE,333.0,5873.0,11.1899
838.42,321.5,0.711,1.25,0.890110752,4.628,Kepler,FALSE POSITIVE,1372.0,4768.0,0.8774
3518.78,248.0,4.434,7.47,5.76573396,3.364,Kepler,FALSE POSITIVE,1964.0,5772.0,2.924
273.78,443.3,1.176,2.47,7.42608123,4.353,Kepler,CANDIDATE,1037.0,6049.0,3.6379
98.51,178.5,1.176,1.62,15.9868932,4.353,Kepler,CANDIDATE,803.0,6049.0,4.158
3248.17,250.2,0.848,17.12,0.73094589,4.553,Kepler,FALSE POSITIVE,1922.0,5901.0,4.32
443.58,640.9,4.885,13.92,18.92537246,3.317,Kepler,CANDIDATE,1171.0,4941.0,3.9835
15822.49,186.2,2.188,3.22,0.933749106,3.849,Kepler,FALSE POSITIVE,2863.0,6215.0,4.256
1448.05,118.6,1.015,1.19,2.037440623,4.415,Kepler,FALSE POSITIVE,1572.0,6253.0,3.442
0.0,1474.9,0.726,2.99,129995.7784,4.572,Kepler,CANDIDATE,25.0,4500.0,9.408
53.09,145.1,1.487,1.78,31.5925809,4.1,Kepler,CANDIDATE,688.0,5676.0,13.566
119.87,110.4,1.487,1.55,17.157236,4.1,Kepler,CANDIDATE,844.0,5676.0,11.284
76.1,30222.0,0.503,8.78,1.97376085,4.762,Kepler,CANDIDATE,753.0,3807.0,1.82542
2310.43,372.2,4.24,8.25,13.118962443,3.488,Kepler,CANDIDATE,1768.0,7221.0,4.3045
442.78,4399.1,1.033,7.48,4.618767792,4.381,Kepler,FALSE POSITIVE,1170.0,6013.0,5.9957
4601.71,42.2,4.24,2.78,7.82187328,3.488,Kepler,CANDIDATE,2101.0,7221.0,3.8417
49.16,195.6,1.762,2.52,53.5057611,4.016,Kepler,CANDIDATE,675.0,6247.0,10.5616
2388.98,68.9,1.733,1.69,2.785821236,4.026,Kepler,CANDIDATE,1784.0,6202.0,3.5599
69.62,26900.0,1.717,78.54,52.56901867,4.178,Kepler,FALSE POSITIVE,737.0,7240.0,6.7507
51.85,570.6,0.561,14.71,3.411758679,4.71,Kepler,FALSE POSITIVE,684.0,3995.0,3.158
4349.62,324.6,0.802,1.45,0.525426427,4.575,Kepler,FALSE POSITIVE,2069.0,5791.0,1.0801
740.47,340.9,0.766,1.41,1.269091415,4.576,Kepler,CANDIDATE,1331.0,5041.0,1.4647
251.77,277.1,0.766,1.36,2.853133997,4.576,Kepler,CANDIDATE,1016.0,5041.0,1.465
222.91,393.1,0.97,2.01,6.79685353,4.486,Kepler,CANDIDATE,985.0,6061.0,3.1702
681.39,2121.9,1.889,67.37,8.667822346,3.923,Kepler,FALSE POSITIVE,1303.0,6266.0,4.9658
13331.51,154.9,4.885,5.88,1.475323222,3.317,Kepler,CANDIDATE,2740.0,4941.0,2.3155
3354.56,223.4,4.885,7.62,4.15246118,3.317,Kepler,CANDIDATE,1941.0,4941.0,2.5755
,,,,6.7210783,,Kepler,FALSE POSITIVE,,,7.46
148.62,270.7,0.96,1.59,8.7348852,4.493,Kepler,CANDIDATE,890.0,5982.0,4.49
83.13,399.6,0.853,1.81,10.26547688,4.553,Kepler,FALSE POSITIVE,770.0,5699.0,3.733
122.34,1428.2,1.041,5.24,13.4471791,4.405,Kepler,CANDIDATE,848.0,6276.0,3.0454
263.55,17971.0,0.707,25.89,3.305577989,4.629,Kepler,FALSE POSITIVE,1027.0,5534.0,2.5903
778.45,15304.0,1.241,16.91,4.800653901,4.347,Kepler,FALSE POSITIVE,1347.0,6715.0,9.0419
177.96,36348.0,1.626,56.44,15.06649901,4.028,Kepler,FALSE POSITIVE,932.0,5751.0,5.9885
10.49,18848.0,0.784,11.36,34.82008158,4.522,Kepler,FALSE POSITIVE,459.0,5114.0,11.1711
4500.59,2779.3,1.061,33.65,0.651784374,4.375,Kepler,FALSE POSITIVE,2090.0,5555.0,2.0141
136609.48,1349.1,15.76,430.99,1.353771892,2.012,Kepler,FALSE POSITIVE,4903.0,4283.0,7.012
397.48,867.5,2.534,71.39,18.95491633,3.761,Kepler,FALSE POSITIVE,1139.0,6362.0,24.249
401588.95,625.6,101.451,2436.69,4.348866254,0.65,Kepler,FALSE POSITIVE,6421.0,3598.0,3.2797
158.41,2144.4,1.938,68.02,47.93094546,4.104,Kepler,FALSE POSITIVE,905.0,8214.0,2.6897
5563.95,32.8,5.324,2.98,3.99751422,3.122,Kepler,FALSE POSITIVE,2203.0,5066.0,3.686
290.51,633.1,0.651,1.56,1.592633181,4.626,Kepler,FALSE POSITIVE,1053.0,4506.0,5.5605
28.2,4158.1,1.744,12.1,67.5923754,4.082,Kepler,CANDIDATE,588.0,6038.0,12.249
76.66,568.9,1.067,2.54,17.02902786,4.327,Kepler,CANDIDATE,755.0,5839.0,4.645
258.41,246.8,1.067,1.67,6.84619236,4.327,Kepler,CANDIDATE,1022.0,5839.0,3.529
12.14,507.8,1.067,2.39,67.8321638,4.327,Kepler,CANDIDATE,476.0,5839.0,7.358
22.21,447.8,1.067,2.39,43.1312147,4.327,Kepler,CANDIDATE,554.0,5839.0,3.198
2174.33,196.0,1.107,1.54,1.224866441,4.32,Kepler,CANDIDATE,1741.0,5553.0,1.7086
24.27,570.3,0.973,2.33,37.8102649,4.451,Kepler,CANDIDATE,566.0,6085.0,8.733
55.1,414.5,1.225,2.48,25.93406406,4.287,Kepler,CANDIDATE,695.0,5952.0,4.6142
11.59,503.0,1.225,2.73,83.4463485,4.287,Kepler,CANDIDATE,471.0,5952.0,6.536
223.84,400.9,1.068,25.2,7.04710032,4.363,Kepler,FALSE POSITIVE,986.0,5766.0,2.926
132.94,270.6,1.242,2.03,12.99204853,4.236,Kepler,CANDIDATE,866.0,5765.0,6.0175
125.21,4843.9,0.996,8.96,11.11620211,4.471,Kepler,FALSE POSITIVE,853.0,6122.0,4.211
884.12,1916.2,0.911,5.09,1.922861499,4.531,Kepler,FALSE POSITIVE,1392.0,5778.0,3.5734
451.42,2547.4,0.55,19.0,0.635445336,4.7,Kepler,FALSE POSITIVE,1177.0,3920.0,1.8592
11424.49,2006.2,2.789,97.27,1.665784138,3.686,Kepler,FALSE POSITIVE,2636.0,6261.0,1.8946
8.38,3414.4,0.853,34.14,55.6639167,4.528,Kepler,FALSE POSITIVE,434.0,5587.0,23.546
29.07,2894.1,1.324,7.14,52.09081627,4.237,Kepler,CANDIDATE,592.0,6198.0,8.6388
1141.57,780.4,1.739,7.41,7.1548608,4.166,Kepler,FALSE POSITIVE,1482.0,7443.0,7.694
186.31,790.1,0.815,2.29,4.28746668,4.576,Kepler,CANDIDATE,942.0,5296.0,1.5693
696.4,260.5,0.892,1.42,2.002779769,4.44,Kepler,FALSE POSITIVE,1311.0,5346.0,2.231
88.36,517.6,0.849,1.92,8.18739443,4.494,Kepler,CANDIDATE,782.0,5251.0,3.0472
4.53,445.9,0.849,1.75,76.0498163,4.494,Kepler,CANDIDATE,372.0,5251.0,7.158
798.41,178.2,1.235,1.67,3.341799486,4.293,Kepler,CANDIDATE,1356.0,5873.0,2.9254
52428.3,78.7,16.959,15.33,3.3226948,2.41,Kepler,FALSE POSITIVE,3859.0,5234.0,3.568
31.08,1269.9,1.239,38.6,36.97708808,4.193,Kepler,FALSE POSITIVE,602.0,5589.0,4.737
5090.14,232.5,1.469,20.42,1.851409163,4.176,Kepler,FALSE POSITIVE,2154.0,7117.0,10.232
7759.2,36.7,1.521,0.98,1.303859704,4.103,Kepler,FALSE POSITIVE,2393.0,6802.0,2.8239
5.33,2931.6,1.095,40.15,145.5624926,4.346,Kepler,FALSE POSITIVE,387.0,6148.0,5.4126
428.25,182.6,0.983,1.68,3.749105745,4.447,Kepler,CANDIDATE,1160.0,5751.0,1.9826
965.62,148.1,2.867,3.51,11.08956602,3.698,Kepler,CANDIDATE,1422.0,6353.0,6.2877
240.11,205.2,1.07,2.67,7.37290344,4.371,Kepler,CANDIDATE,1004.0,5973.0,2.172
116.02,58.0,0.874,0.65,7.24476126,4.494,Kepler,FALSE POSITIVE,837.0,5370.0,2.3145
4.26,5372.3,0.92,10.4,119.0624882,4.392,Kepler,CANDIDATE,366.0,5697.0,3.1188
20.59,1419.6,0.554,2.01,8.70798309,4.722,Kepler,CANDIDATE,543.0,4362.0,2.4904
10.08,840.0,0.554,1.57,14.8623076,4.722,Kepler,CANDIDATE,454.0,4362.0,3.161
54.8,531.5,0.554,1.23,4.17634276,4.722,Kepler,CANDIDATE,694.0,4362.0,2.335
68.46,747.5,1.324,3.63,27.40229859,4.237,Kepler,CANDIDATE,734.0,6198.0,6.8491
347.01,200.9,0.857,1.21,3.179267286,4.554,Kepler,CANDIDATE,1101.0,5511.0,1.0246
48.37,801.5,0.78,2.18,10.38122447,4.566,Kepler,CANDIDATE,672.0,5095.0,2.715
15.33,764.2,0.78,2.82,24.5709023,4.566,Kepler,CANDIDATE,505.0,5095.0,3.587
5.2,9883.0,0.874,16.59,81.221876,4.536,Kepler,FALSE POSITIVE,385.0,5619.0,4.1135
2386.13,1145.5,0.874,2.92,0.817026268,4.536,Kepler,FALSE POSITIVE,1784.0,5619.0,2.0799
1162.54,7765.0,1.358,12.14,3.024092505,4.261,Kepler,CANDIDATE,1489.0,6063.0,2.8021
3.21,536.7,0.183,5.85,5.670155713,5.126,Kepler,FALSE POSITIVE,341.0,3337.0,0.9361
2138.47,129.2,1.02,1.14,1.022678654,4.363,Kepler,CANDIDATE,1734.0,5366.0,1.3712
240.8,284.7,1.458,2.98,12.10968709,4.093,Kepler,CANDIDATE,1005.0,6021.0,6.3461
835.65,124.5,1.458,1.7,4.75796103,4.093,Kepler,CANDIDATE,1372.0,6021.0,4.66
119.42,242.9,1.458,2.96,20.4972755,4.093,Kepler,CANDIDATE,843.0,6021.0,8.536
50.41,48.3,0.874,0.62,13.55480534,4.494,Kepler,FALSE POSITIVE,679.0,5370.0,2.288
10.1,66894.0,0.788,20.06,29.74454668,4.569,Kepler,FALSE POSITIVE,455.0,4889.0,23.2842
86.13,61625.0,1.037,53.25,14.15402428,4.404,Kepler,FALSE POSITIVE,777.0,5850.0,4.47001
2846.03,2468.5,0.915,35.27,0.844786082,4.452,Kepler,FALSE POSITIVE,1864.0,5705.0,3.5289
3117.82,1907.4,0.936,32.11,0.848483947,4.504,Kepler,FALSE POSITIVE,1908.0,5941.0,1.4451
141.63,2124.3,1.072,37.47,11.99097576,4.352,Kepler,FALSE POSITIVE,880.0,6110.0,5.7401
3.48,1086.1,0.708,2.28,53.5292702,4.624,Kepler,CANDIDATE,348.0,4736.0,5.668
12661.53,564.6,1.031,24.17,0.393726813,4.449,Kepler,FALSE POSITIVE,2705.0,6277.0,2.95
33.79,563.1,0.424,1.01,2.757584622,4.84,Kepler,CANDIDATE,615.0,3683.0,0.9267
365.72,376.2,0.602,1.16,0.928310036,4.672,Kepler,CANDIDATE,1115.0,4109.0,1.1899
176.29,653.5,1.324,3.39,13.48457668,4.237,Kepler,CANDIDATE,929.0,6198.0,5.0197
23.82,910.0,0.974,3.7,31.8841473,4.477,Kepler,CANDIDATE,563.0,5779.0,6.122
44.83,2319.8,0.874,86.13,16.15811112,4.536,Kepler,CANDIDATE,660.0,5619.0,6.049
448.21,25457.0,10.703,175.98,67.69213907,2.754,Kepler,FALSE POSITIVE,1173.0,5355.0,51.349
74.8,300.2,0.933,1.62,12.06222962,4.451,Kepler,CANDIDATE,750.0,5547.0,2.0584
177.83,398.6,1.22,2.41,9.93146307,4.28,Kepler,CANDIDATE,931.0,5782.0,5.678
34.57,355.6,0.876,1.75,21.85362905,4.54,Kepler,CANDIDATE,618.0,5830.0,3.439
405.75,115.4,1.458,1.74,8.19345065,4.093,Kepler,CANDIDATE,1144.0,6021.0,5.234
788.02,944.3,1.895,6.85,19.97867,4.229,Kepler,FALSE POSITIVE,1351.0,9651.0,10.168
19.02,434.4,0.973,2.02,41.8059544,4.445,Kepler,CANDIDATE,533.0,5907.0,6.057
643.83,85.3,2.069,2.02,15.45158184,4.08,Kepler,FALSE POSITIVE,1285.0,7839.0,2.406
22.33,273110.0,1.583,102.08,89.698168533,4.021,Kepler,FALSE POSITIVE,554.0,6214.0,5.5418
6067.3,20703.0,1.489,67.35,1.187352427,4.186,Kepler,FALSE POSITIVE,2251.0,6424.0,4.999
7471.65,1138.5,2.031,65.25,3.012476582,4.137,Kepler,FALSE POSITIVE,2371.0,8601.0,3.1424
177.79,473.0,0.873,1.85,4.77800306,4.489,Kepler,CANDIDATE,932.0,5192.0,2.7361
156.74,2010.3,0.931,5.33,7.814839231,4.499,Kepler,FALSE POSITIVE,903.0,5887.0,3.0122
22.74,778.9,1.004,3.6,29.7452499,4.372,Kepler,FALSE POSITIVE,557.0,5334.0,22.695
242.97,611.4,0.921,2.26,5.32667299,4.517,Kepler,CANDIDATE,1007.0,5831.0,3.4045
2128.29,1996.3,0.776,26.67,0.741057213,4.592,Kepler,FALSE POSITIVE,1730.0,5496.0,1.05299
348.05,802.8,0.809,21.81,2.988085455,4.577,Kepler,FALSE POSITIVE,1101.0,5497.0,3.68
3304.55,903.9,2.147,67.17,2.783883492,3.835,Kepler,FALSE POSITIVE,1934.0,6028.0,2.4546
5746.51,903.5,0.808,23.05,0.393727296,4.575,Kepler,FALSE POSITIVE,2216.0,5628.0,3.02
127.95,864.3,0.905,3.29,8.17242644,4.499,Kepler,CANDIDATE,858.0,5705.0,3.902
0.19,8708.0,1.048,57.82,1295.362215,4.346,Kepler,CANDIDATE,169.0,5609.0,28.297
68.66,236.6,0.876,1.45,13.0607936,4.54,Kepler,CANDIDATE,734.0,5830.0,3.215
283.62,237.6,0.986,2.12,4.2989201,4.385,Kepler,CANDIDATE,1046.0,5300.0,2.747
17.37,1058.5,0.796,22.32,25.9518461,4.584,Kepler,FALSE POSITIVE,521.0,5372.0,14.581
14.09,2017.9,0.742,24.6,25.9518536,4.604,Kepler,FALSE POSITIVE,494.0,5198.0,14.755
297.81,5559.7,0.956,4.5,5.68628739,4.442,Kepler,FALSE POSITIVE,1059.0,6052.0,17.573
298.77,5144.4,2.221,27.36,15.663886949,3.901,Kepler,FALSE POSITIVE,1060.0,5996.0,2.4775
543.92,20901.0,1.033,16.94,4.020628573,4.45,Kepler,FALSE POSITIVE,1232.0,6210.0,4.4085
187.27,12295.0,0.842,9.29,5.714817603,4.526,Kepler,CANDIDATE,943.0,5695.0,3.14126
4.89,43547.0,1.367,49.82,185.02288222,4.237,Kepler,FALSE POSITIVE,379.0,6025.0,4.87326
5240.0,1223.7,2.994,14.35,2.897432135,3.619,Kepler,FALSE POSITIVE,2170.0,5970.0,3.1793
74.13,1074.9,0.863,2.86,8.70420525,4.474,Kepler,CANDIDATE,748.0,5074.0,2.9385
138.51,224.1,0.921,1.39,8.1280933,4.517,Kepler,CANDIDATE,875.0,5831.0,3.727
562.48,166.1,0.921,1.19,2.83668931,4.517,Kepler,CANDIDATE,1242.0,5831.0,3.031
1605.87,197.6,0.832,1.16,0.974868896,4.563,Kepler,CANDIDATE,1612.0,5487.0,1.6191
157.93,274.4,0.847,1.48,4.89721006,4.483,Kepler,CANDIDATE,904.0,5093.0,1.812
542.43,39043.0,0.891,20.05,2.757794163,4.514,Kepler,FALSE POSITIVE,1231.0,5747.0,2.7644
1730.47,7829.2,1.118,13.63,1.914158508,4.407,Kepler,FALSE POSITIVE,1646.0,6289.0,3.2917
842.48,381.3,1.548,3.32,3.98216698,4.066,Kepler,FALSE POSITIVE,1374.0,5570.0,2.396
3852.91,456.7,0.83,19.51,0.643794198,4.561,Kepler,FALSE POSITIVE,2011.0,5958.0,1.5662
138.64,597.8,1.33,3.42,16.08832318,4.224,Kepler,CANDIDATE,875.0,6157.0,5.731
251.55,271.8,1.33,2.2,10.30067919,4.224,Kepler,CANDIDATE,1015.0,6157.0,4.885
47.96,471.2,1.33,3.02,35.6757453,4.224,Kepler,CANDIDATE,671.0,6157.0,7.381
,,,,1.00861677,,Kepler,CANDIDATE,,,0.91
4.68,87750.0,1.212,36.14,161.78832712,4.327,Kepler,FALSE POSITIVE,375.0,6018.0,5.31
21.27,1331.4,0.716,2.54,16.56806842,4.602,Kepler,CANDIDATE,548.0,4987.0,4.2647
5.25,931.5,0.716,2.18,47.3329299,4.602,Kepler,CANDIDATE,386.0,4987.0,2.708
2960.82,82.2,0.873,0.82,0.856895349,4.537,Kepler,FALSE POSITIVE,1881.0,6021.0,1.3078
83.75,313.9,2.097,3.71,40.8065333,3.963,Kepler,CANDIDATE,772.0,6207.0,13.135
398.42,308.7,0.863,1.56,2.46697039,4.474,Kepler,CANDIDATE,1139.0,5074.0,1.6345
434.31,2607.0,0.899,5.11,2.624234833,4.514,Kepler,CANDIDATE,1164.0,5340.0,1.3874
304.65,549.1,1.294,2.98,6.61836309,4.19,Kepler,CANDIDATE,1066.0,5529.0,3.6813
7.39,1396.2,1.294,4.75,107.7214092,4.19,Kepler,CANDIDATE,421.0,5529.0,8.042
6.7,359.0,1.019,1.92,92.77779,4.444,Kepler,CANDIDATE,410.0,5888.0,6.64
194.17,10624.0,0.872,37.15,5.251916208,4.52,Kepler,FALSE POSITIVE,952.0,5542.0,4.9095
69.42,952.7,0.873,2.63,9.673958488,4.489,Kepler,CANDIDATE,736.0,5192.0,3.2641
2.26,5450.0,0.772,29.55,100.3039228,4.566,Kepler,FALSE POSITIVE,313.0,5055.0,8.702
,,,,200.61103346,,Kepler,FALSE POSITIVE,,,7.13
6719.67,1345.8,1.385,43.98,0.986620248,4.176,Kepler,FALSE POSITIVE,2308.0,6243.0,3.9722
17098.4,,,,1.63484631,,Kepler,FALSE POSITIVE,,,6.11
70.5,628.7,0.974,2.73,14.12847677,4.477,Kepler,CANDIDATE,739.0,5779.0,3.685
13.57,641.8,0.974,4.14,48.6478543,4.477,Kepler,CANDIDATE,489.0,5779.0,5.464
221.66,340.1,1.044,2.0,8.39842977,4.441,Kepler,CANDIDATE,984.0,6309.0,6.344
958.35,395.9,3.046,5.99,8.63847391,3.657,Kepler,CANDIDATE,1419.0,5684.0,5.4566
1.73,1367.7,1.444,5.89,422.917678,4.12,Kepler,CANDIDATE,292.0,5796.0,31.274
16.17,266.8,2.097,3.42,140.10765,3.963,Kepler,CANDIDATE,511.0,6207.0,18.503
421.61,135.2,1.022,1.17,3.4815917,4.374,Kepler,CANDIDATE,1156.0,5405.0,1.8069
601.6,28066.0,2.445,40.35,8.360616221,3.79,Kepler,FALSE POSITIVE,1263.0,5463.0,7.5385
974.1,2721.7,0.94,4.86,1.838514968,4.508,Kepler,FALSE POSITIVE,1426.0,5751.0,2.7391
10.19,4634.9,0.779,5.17,35.61760233,4.523,Kepler,CANDIDATE,456.0,5123.0,8.4559
